Говядина (общ.);17.00;17.40;0.00;0.00;224.60
Говядина окорок;20.30;2.50;0.00;0.00;104.00
Говядина особая;20.00;6.00;0.00;0.00;134.00
Говядина отбивная;16.70;10.10;0.00;0.00;157.00
Говядина отварная;24.13;15.15;0.11;13.52;232.90
Говядина отварная нежирная;25.70;8.10;0.20;0.00;175.00
Говядина отворная;15.40;16.90;0.00;65.40;214.00
Говядина охлажден;15.00;5.00;0.00;0.00;108.00
Говядина охлажденная посольская;21.00;6.00;0.00;0.00;140.00
Говядина охлаждённая;16.00;8.00;0.00;0.00;140.00
Говядина паровая;26.00;17.00;0.00;0.00;254.00
Говядина печеная;14.00;5.00;3.00;0.00;117.00
Говядина печень жареная;22.90;10.20;3.90;0.00;199.00
Говядина пикантная;16.70;1.90;0.00;0.00;83.90
"Говядина пикантная ""диетпродукт""";20.90;2.00;1.10;0.00;107.00
Говядина по-испански;21.00;2.50;0.00;0.00;106.50
Говядина посольская;21.00;6.00;0.00;0.00;140.00
Говядина посольская микоян;21.00;6.00;0.00;0.00;140.00
Говядина постная;19.83;9.41;0.00;20.65;165.75
Говядина пряная;14.00;22.00;0.00;0.00;254.00
Говядина (сердце);16.00;3.50;0.00;0.00;96.00
Говядина сердце;16.00;3.50;0.00;0.00;96.00
Говядина с овощами;14.85;7.23;9.74;0.00;162.10
Говядина средней жирности;25.00;20.00;0.00;0.00;275.00
Говядина средней жирности (calorizator);25.00;20.00;0.00;0.00;275.00
Говядина с черносливом;16.80;18.20;11.40;0.00;277.20
Говядина сырая;19.60;9.45;0.00;0.00;162.50
Говядина сырокопченая;23.20;19.90;0.00;0.00;271.90
Говядина тазобедренная часть;20.30;2.60;0.00;0.00;105.00
Говядина тазобедр. обруб пл.уп. лама;17.60;2.80;0.00;0.00;95.60
Говядина тушеная;16.33;15.75;0.37;1.41;208.74
Говядина тушеная (консерва);15.00;17.00;0.20;0.00;220.00
Говядина тушеная (консрвы мясные);16.80;17.00;0.00;0.00;220.00
Говядина тушеная с луком;16.80;18.30;0.00;0.00;232.00
Говядина тушеная ( тазобедренная часть);20.20;6.40;0.00;0.00;138.00
Говядина тушенная;17.60;12.93;6.67;0.00;214.33
Говядина тушёная главпродукт;15.00;17.00;0.00;0.00;213.00
Говядина тушёная лента;15.00;17.00;0.00;0.00;213.00
Говядина тушёная (примерно);16.71;14.00;1.50;0.00;194.00
Говядина (филе);40.20;7.00;0.00;0.00;226.00
Говядина филей;18.60;16.30;0.00;50.00;218.00
Говядина язык вереный;23.90;15.00;0.00;0.00;231.00
Говядина (язык отварной);23.90;15.00;0.00;0.00;231.00
Говяжий бульон;1.86;0.67;1.42;97.55;18.84
Говяжий гуляш;13.50;11.90;1.95;0.00;169.50
Говяжий фарш;17.20;20.00;0.00;0.00;254.00
Говяжий язык;13.60;12.10;0.00;71.20;163.00
Говяжье вымя;12.30;13.70;0.00;72.60;173.00
Говяжье мясо;18.90;12.40;0.00;67.70;187.20
Говяжье сердце;15.00;3.00;0.00;79.00;87.00
Говяжье сердце тушеное;18.00;4.00;0.00;0.00;108.00
"Говяжьи колбаски крупноруб для гриля ""эколь""";17.00;13.00;0.00;0.00;185.00
Говяжьи мозги;9.50;9.50;0.00;78.90;124.00
Говяжьи почки;12.50;1.80;0.00;82.70;66.00
Говяжьи сосиски м;10.00;12.00;5.00;0.00;168.00
Говяжья вырезка отварная;18.18;2.10;0.00;0.00;95.40
Говяжья вырезка тушеная;18.18;2.10;0.00;0.00;95.40
Говяжья отбивная в кляре;16.00;18.00;7.00;0.00;256.31
Говяжья печень;17.41;3.17;0.76;52.09;102.14
Говяжья шейка;16.50;4.50;0.00;79.00;106.50
Говялина жаренная;27.86;19.43;3.40;5.00;287.00
Гоголь-моголь;5.92;5.59;7.99;0.00;106.15
Голени;18.00;7.00;0.00;0.00;140.00
Голени куриные;19.29;8.79;0.00;36.23;161.00
Голени курицы;28.92;6.00;0.00;0.00;169.23
Голени приосколье;18.80;13.90;0.00;0.00;200.30
Голень в кляре;21.95;15.75;7.98;52.77;268.00
Голень индейки без кожи;16.60;3.70;0.00;0.00;100.00
Голень куриная;19.20;11.20;0.09;9.80;178.06
Голень куриная 38 дн. межениновка;17.60;12.30;0.00;0.00;181.00
Голень куриная ( без кожицы) запеченная;19.87;9.35;0.10;0.00;166.50
Голень куриная (запеченая);19.89;9.35;0.10;0.00;166.50
Голень куриная запеченная;19.89;9.35;0.10;0.00;166.50
Голень куриная охлажденная;18.80;13.90;0.00;0.00;200.30
"Голень куриная ""ясные зори""";18.80;13.90;0.00;0.00;200.30
Голень куринная;18.80;13.90;0.00;0.00;200.30
Голень цыпленка-бройлера;11.80;10.60;0.00;0.00;142.60
Голень цыплят-броилеров;18.80;13.90;0.00;67.00;200.30
Голландский сыр;23.70;30.50;0.00;0.00;377.00
Голозерный овес для проращивания;7.70;4.50;36.10;0.00;221.00
Голубец;8.01;14.81;10.80;80.78;206.77
Голубика;1.00;0.00;7.70;88.20;37.00
Голубци;6.00;23.00;20.00;0.00;311.00
Голубцы;6.67;17.54;15.21;0.00;245.76
Голубцы (говядина);7.65;18.00;13.70;58.65;246.40
Голубцы гост;5.60;12.34;10.40;63.53;172.53
Голубцы и фаршированные перцы;8.04;4.68;6.13;0.00;100.00
Голубцы и фаршированые перцы;8.04;4.68;6.13;0.00;100.00
Голубцы карусель;5.10;9.60;6.50;0.00;133.00
Голубцы куриные;12.67;0.75;2.29;0.00;69.56
Голубцы ленивые;6.94;7.31;8.42;13.74;124.84
Голубцы любительские;4.50;9.50;9.30;0.00;140.70
Голубцы мясорастительные;14.00;9.60;2.40;0.00;153.00
Голубцы овощные;2.00;5.00;10.00;0.00;93.00
Голубцы по-монастырски;2.20;6.00;13.30;0.00;116.00
Голубцы с баклажанами слабосоленые;1.59;1.45;6.42;0.00;46.00
Голубцы с говяжим фаршем;9.35;6.02;13.10;0.00;141.00
Голубцы с мясом;6.00;23.00;20.00;0.00;311.00
Голубцы с мясом и рисом;6.00;23.00;20.00;0.00;311.00
Голубцы со свиным фаршем;6.00;23.00;20.00;0.00;311.00
Горбуша;20.89;6.69;0.00;14.04;143.93
Горбуша в кляре;13.70;9.40;10.20;0.00;183.70
Горбуша в масле;15.00;8.00;0.00;0.00;138.00
Горбуша в панировке;16.00;5.00;14.00;0.00;165.00
Горбуша в пароварке;21.00;7.00;0.00;70.50;147.00
Горбуша в сливках;8.80;9.50;2.40;0.00;129.50
Горбуша в сливочном соусе;28.40;10.60;3.70;0.00;221.00
Горбуша в собственном соку;15.00;1.50;0.00;0.00;73.50
Горбуша в с/с;21.00;6.00;0.00;0.00;138.00
Горбуша в сс консервы;21.00;6.00;0.00;0.00;138.00
Горбуша в томате;14.50;5.10;6.90;0.00;132.00
Горбуша вяленая;22.00;9.00;0.00;0.00;169.00
Горбуша горячего копчения;21.00;6.00;0.00;0.00;141.90
Горбуша гриль;21.00;7.00;0.00;0.00;147.00
Горбуша жареная;20.38;8.55;2.99;6.44;173.34
Горбуша жаренная;19.80;12.00;6.50;58.00;212.80
Горбуша (запеченая);19.53;6.51;0.00;0.00;132.30
Горбуша запеченая;11.81;17.63;2.89;28.50;216.62
Горбуша (запеченая) без гарнира;20.50;6.50;0.00;0.00;142.00
Горбуша запеченая в духовке;20.50;6.50;0.00;0.00;140.50
Горбуша запеченая с картофелем;6.00;5.00;11.00;1.00;115.00
Горбуша запеченная с лимоном;21.00;6.00;0.00;0.00;138.00
Горбуша конс1;21.00;6.00;0.00;0.00;138.00
Горбуша консерв;21.00;6.00;0.00;0.00;138.00
Горбуша консерва;20.95;5.90;0.00;0.00;137.00
Горбуша консервированная;20.95;5.90;0.00;0.00;137.02
Горбуша консервированная в собственном соку;20.47;7.31;0.00;0.00;153.00
"Горбуша консервированная "" капитан вкусов""";20.90;5.80;0.00;0.00;136.00
Горбуша (консервы);21.00;6.00;0.00;0.00;138.00
Горбуша консервы;21.00;5.80;0.00;0.00;138.00
Горбуша копченая;21.84;9.04;0.21;0.00;170.40
Горбуша малосоленая балык;22.00;9.00;0.00;0.00;169.00
Горбуша меридиан отварная в желе;10.00;6.00;0.00;0.00;94.00
Горбуша на пару;20.92;7.10;0.25;16.75;149.40
Горбуша (наттик);20.50;6.50;0.00;0.00;140.00
Горбуша натуральная;21.00;6.00;0.00;0.00;137.00
Горбуша натуральная консервированная;20.90;5.80;0.00;0.00;136.00
Горбуша натуральная (консервы);20.50;8.00;0.00;0.00;154.00
Горбуша отварная;21.93;7.44;0.10;6.70;159.39
Горбуша отварная в желе меридиан;10.00;6.00;0.00;0.00;94.00
Горбуша паровая;18.90;6.30;0.00;0.00;132.00
Горбуша под овощами;14.60;6.80;1.80;0.00;130.70
Горбуша свежая;20.50;6.50;0.00;0.00;142.00
Горбуша слабосоленая;21.50;9.00;0.00;0.00;169.00
Горбуша слабосолёная;22.90;9.40;0.00;0.00;175.75
Горбуша соленая;21.94;8.78;0.00;15.03;166.56
Горбуша соленая 22.00 9.00 0.00 169.00;22.00;9.00;0.00;0.00;169.00
Горбуша солёная;22.10;9.00;0.00;0.00;169.00
Горбуша теша;24.00;9.00;0.00;0.00;177.00
Горбуша тунайча;21.00;6.00;0.00;0.00;138.00
Горбуша тушеная;19.10;7.70;1.70;35.00;152.00
Горбуша тушенная в сливках;18.30;12.30;3.00;0.00;201.00
Горбуша хк;21.55;9.50;0.00;0.00;171.70
Горбуша х/к;20.00;10.00;0.00;0.00;170.00
Горбуша хол. копчения;21.00;10.00;0.00;0.00;174.00
Горбуша холодного копчения;21.55;9.50;0.00;0.00;171.70
Горбушка ржаная;12.60;8.80;47.00;0.00;316.00
Горилла напиток;0.00;0.00;13.20;0.00;53.00
Городская булка;7.70;2.40;52.90;0.00;265.00
Горох;22.70;1.20;56.88;0.00;330.75
Горох вареный;5.88;0.03;8.75;12.50;59.00
Горох дивница шлифованный колотый;23.00;1.60;57.70;0.00;323.00
Горох желтый колотый от Мистраль;23.00;1.20;50.00;0.00;303.00
Горох колотый зеленый;20.50;1.30;42.30;0.00;263.00
Горох колотый шлифованный;23.00;1.60;57.70;0.00;323.00
Горох колотый ярмарка;23.50;2.40;53.10;0.00;336.00
Горох консервированный;3.10;0.00;6.50;0.00;40.00
Горох лущенный;23.00;1.60;57.70;0.00;323.00
Горох лущеный;23.00;1.60;57.70;14.00;323.00
Горох лущёный;23.00;1.60;57.70;14.00;323.00
Горох маш;24.60;1.40;52.70;0.00;308.60
Горох молодой отварной;9.30;0.90;21.10;0.00;130.00
Горох нежный;7.00;0.00;17.00;0.00;94.00
Гороховая каша;7.70;0.53;19.23;86.21;99.33
Гороховая каша;7.70;0.53;19.23;0.00;99.33
Гороховое пюре;7.70;0.53;19.23;0.00;99.33
Гороховое пюре;6.00;0.00;9.00;0.00;60.00
Гороховое пюре (наше);8.52;3.00;21.35;64.78;140.41
Гороховое пюре(р);5.78;1.32;8.67;0.00;69.70
Гороховые оладьи(мой рецепт);6.85;2.60;21.21;0.00;134.95
Гороховый постный суп;2.25;0.15;8.83;97.47;43.55
Гороховый суп;2.27;3.00;5.00;50.00;55.04
Гороховый суп в порошке;20.50;2.20;40.72;0.00;265.00
Гороховый суп с индейкой;4.12;0.45;3.70;0.00;34.45
Гороховый суп с копченостями;3.47;4.20;9.86;92.34;88.93
Горох отворной;19.68;1.92;41.31;0.00;268.20
Горох с копчёностями;21.60;1.60;53.10;0.00;313.00
Горох целый;23.00;1.60;50.40;0.00;314.00
Горох целый (348);23.10;0.80;62.00;0.00;348.00
Горох цель.;23.00;1.60;52.00;14.00;317.00
Горох цельный;23.00;1.20;53.30;14.00;303.00
Горох цельный;23.00;1.60;57.70;14.00;298.00
Горох шлиф.колот.1с. тд фемили;23.00;1.60;50.80;0.00;314.00
Горох шлифованный;23.00;1.60;57.70;0.00;323.00
Горох шлифованный колотый;21.00;2.00;49.00;0.00;298.00
"Горох шлифованный целый ""Невские купола""";23.00;1.60;57.70;0.00;323.00
Горох шлифованый колотый дивница;21.00;2.00;49.00;0.00;298.00
Горох элитный целый;23.00;1.20;53.30;0.00;303.00
Горошек 6 соток;3.10;0.00;6.50;0.00;40.00
Горошек aro;7.00;0.00;16.50;0.00;94.00
Горошек bunduelle;5.50;0.50;14.90;0.00;86.00
"Горошек ""globus""";3.25;0.00;10.10;0.00;53.40
Горошек зеленый;4.05;0.10;9.90;40.00;56.00
"Горошек зеленый ""bonduelle""";4.80;0.20;7.50;0.00;52.20
Горошек зеленый family life;3.10;0.00;6.50;0.00;40.00
Горошек зеленый global village;3.10;0.00;6.50;0.00;40.00
Горошек зеленый Global Village;3.10;0.00;6.50;0.00;40.00
Горошек зеленый globus;3.30;0.00;10.10;0.00;53.40
Горошек зеленый gusto;3.86;0.40;13.44;0.00;72.00
"Горошек зеленый ""бондюэль-кубань""";4.80;0.20;7.50;0.00;52.20
Горошек зеленый буогар;3.10;0.00;6.50;0.00;40.00
Горошек зеленый быстрозамороженный (4 сезона);5.10;0.20;13.10;0.00;75.00
"Горошек ""зеленый великан""";3.30;0.00;9.00;0.00;49.00
Горошек зеленый великан;3.30;0.00;9.00;0.00;49.00
"Горошек зеленый ""верес""";3.10;0.00;6.50;0.00;40.00
"Горошек зеленый ""виталина""";3.30;0.00;10.00;0.00;53.40
"Горошек зеленый замороженный ""Дарус""";5.00;0.20;13.30;0.00;72.00
Горошек зеленый консерв.;2.75;0.00;5.30;0.00;32.28
Горошек зеленый консервированныи;3.60;0.10;9.80;0.00;55.00
Горошек зеленый консервированный;3.27;0.03;7.60;0.00;45.00
"Горошек зеленый консервированный ""6 соток""";3.10;0.00;6.50;0.00;40.00
Горошек зеленый консервированный (главпродукт);3.10;0.00;6.50;0.00;40.00
"Горошек зеленый консервированный из мозговых сортов ""витебскпищепром"", 500г";3.10;0.00;6.50;0.00;40.00
Горошек зеленый консервированный (кормилица);3.10;0.00;6.50;0.00;40.00
"Горошек зеленый консервированный спк ""краснодарский""";3.10;0.00;6.50;0.00;40.00
"Горошек зеленый ""нежный"" глобус";3.25;0.00;10.10;0.00;53.40
Горошек зеленый салатный. 300 г;2.40;0.00;5.00;0.00;28.30
Горошек зеленый свежий;5.42;0.40;14.46;0.00;81.00
Горошек зеленый скатерть-самобранка;3.10;0.00;6.50;0.00;40.00
"Горошек зеленый ""тверской купец""";3.10;0.00;6.50;0.00;40.00
Горошек зелёный;5.00;0.20;12.80;80.00;69.80
"Горошек зелёный ""4 сезона""";5.10;0.20;13.10;0.00;75.00
Горошек зелёный lorado;3.10;0.00;6.50;0.00;40.00
Горошек зелёный консервированный;3.60;0.10;9.80;0.00;55.00
Горошек зелёный мороженный;6.40;0.40;10.50;80.00;71.00
Горошек зелёный свежий;8.00;0.20;13.30;80.00;72.00
Горошек кнсервированный;5.00;0.30;10.70;0.00;66.00
Горошек конс. gusto;4.20;0.20;10.10;0.00;60.00
Горошек консервированный;4.20;0.20;10.10;0.00;60.00
Горошек консервированный;5.00;0.30;10.70;80.00;66.00
Горошек консервированный delicios;3.10;0.00;6.50;80.00;40.00
"Горошек консервированный ""верес""";3.10;0.00;6.50;0.00;40.00
Горошек консервированный верес;3.10;0.00;6.50;0.00;40.00
Горошек консервированный (казачьи разносолы);3.10;0.00;6.50;90.40;40.00
Горошек консервированный квартал;4.20;0.30;10.10;0.00;60.00
"Горошек консервированный ""лента""";3.10;0.00;6.50;0.00;40.00
"Горошек консервированный ""фрау марта""";3.10;0.00;6.50;0.00;40.00
"Горошек конс ""премия""";3.10;0.00;6.50;0.00;40.00
Горошек красная цена;2.40;0.00;5.00;0.00;28.30
Горошек лорадо;3.10;0.00;6.50;0.00;40.00
Горошек маш;24.60;1.40;52.70;0.00;308.60
Горошек м консервированный грядка удачи;5.20;1.00;10.30;0.00;71.00
Горошек особый консервированный;7.00;0.00;16.00;0.00;94.00
Горошок консервированый;3.10;0.00;6.50;0.00;40.00
Горошок маринованый;3.10;0.00;6.50;0.00;40.00
Горчиа с хреном;5.20;4.60;9.90;0.00;102.00
Горчица;7.78;9.13;12.09;16.67;163.17
Горчица;5.70;6.40;22.00;10.00;162.00
Горчица favorit maxima;8.00;5.00;8.00;0.00;110.00
Горчица абрико столовая русская;9.60;10.90;11.00;0.00;181.00
Горчица белая (семена);37.10;11.10;5.90;0.00;271.00
Горчица лагидна торчин;4.60;7.40;15.10;0.00;145.00
Горчица лагідна тм торчин;4.60;7.40;15.10;0.00;145.00
"Горчица мицна""торчин""";6.00;9.40;11.60;0.00;155.00
Горчица попури из перцев;6.30;6.70;7.50;0.00;121.00
Горчица русская столовая;8.70;11.00;11.60;0.00;184.50
Горчица сибирская с хреном;6.00;4.40;9.80;0.00;102.80
Горчица столовая;6.35;25.50;10.80;0.00;301.00
"Горчица столовая ""фрого""";5.00;40.00;10.00;43.00;417.50
Горчица сухая;39.00;12.00;31.00;0.00;388.00
Горчица с целыми зернами;10.40;6.70;12.50;0.00;147.00
Горчица французкая;4.90;4.70;15.70;0.00;128.00
Горчица французская kamis;7.15;8.40;8.85;0.00;140.00
"Горчица французская ""верес""";4.90;4.70;15.70;0.00;128.00
"Горчица французская ""торчин""";8.10;9.70;10.70;0.00;162.70
Горчица чёрная (семена);37.10;11.10;5.90;0.00;271.00
Горчичные баранки;9.10;7.60;47.20;0.00;294.00
Горчичный порошок;37.10;11.10;5.90;10.00;271.00
Горшочки картошка с овощами свининой и сметаной без масла;5.80;8.20;7.40;0.00;127.60
Горький 56% шоколад в кубиках;9.00;38.40;47.60;0.00;565.00
Горький шоколад;7.80;39.70;42.80;0.00;558.50
Горький шоколад 60% с натуральной мятой;6.60;37.50;47.80;0.00;546.00
Горький шоколад 70%;8.00;40.00;33.00;0.00;520.00
"Горький шоколад ""ikea food""";7.80;32.00;46.00;0.00;503.00
"Горький шоколад ""аро""";5.90;31.70;55.00;0.00;528.00
Горький шоколад коркунов 55%;6.60;36.20;47.70;0.00;543.00
Горький шоколад кремлевский;6.20;36.20;41.10;0.00;535.00
Горький шоколад с апельсином luxury;5.80;41.50;35.50;0.00;549.00
"Горький шоколад с крупкой ""коммунарка""";10.60;42.60;33.40;0.00;559.00
"Горький шоколад ""сладко""";6.60;34.70;50.20;75.00;540.00
Горький шоколад сладко;6.60;34.70;50.20;0.00;540.00
Горький шоколад спартак;6.90;36.30;48.20;0.00;543.00
Горячая кружка;4.30;4.60;62.60;0.00;311.00
Горячая кружка (куриная с вермешелью);5.60;3.80;67.10;0.00;325.00
Горячая кружка магги;3.23;8.10;46.70;0.00;273.00
Горячая кружка магги вермишель с курицей;5.60;3.80;67.10;0.00;325.00
Горячая кружка магги куриная с вармишелью;5.60;3.80;67.10;0.00;325.00
Горячая кружка с сухариками;4.90;12.00;58.30;0.00;361.00
Горячая чашка сух смесь;7.00;17.00;54.00;0.00;397.00
Горячий бутерброд;8.00;12.00;25.00;0.00;250.00
Горячий шоколад;3.56;8.54;14.74;0.00;149.44
Горячий шоколад 3 в 1 nestle;0.35;0.75;7.85;100.00;40.00
Горячий шоколад aristocrat;8.00;16.00;70.00;0.00;436.00
Горячий шоколад devi marco бельгийский темный натуральный;1.10;2.80;10.20;0.00;67.80
Горячий шоколад «lafesta»;0.60;0.83;8.50;90.10;43.78
Горячий шоколад «LaFesta»;4.90;5.60;81.70;0.00;397.00
Горячий шоколад macchocolate;4.00;8.50;76.50;0.00;395.00
"Горячий шоколад ""macchocolate""";4.00;8.00;77.00;0.00;390.00
Горячий шоколад macchocolate с миндалем;4.00;8.00;77.00;0.00;390.00
Горячий шоколад (zha mocha);5.50;12.70;76.20;0.00;442.00
Горячий шоколад аристократ;7.00;14.00;69.00;0.00;413.00
Горячий шоколад макчоколит;4.00;8.00;76.00;0.00;390.00
Горячий шоколад с лесным орехом;5.00;8.00;77.00;0.00;400.00
Горячий шоколад чоколатти;1.00;3.65;19.08;0.00;113.25
Готовая гречка;5.37;1.12;27.24;0.00;140.45
Готовый завтрак;6.30;2.90;74.20;0.00;346.10
Готовый завтрак медовые шарики;6.00;0.90;85.00;0.00;379.00
Гранат;0.90;0.00;11.80;85.00;52.00
Гранат;0.90;0.00;11.80;85.00;52.00
Гранат***;0.90;0.00;13.90;0.00;60.68
Гранатовый сироп;0.00;0.00;62.50;90.00;250.00
Гранатовый сок;0.90;0.00;11.80;85.00;52.00
Гранатовый сок;0.00;0.00;10.00;100.00;40.00
Гранатовый сок grand shan;0.00;0.00;12.00;0.00;48.00
"Гранатовый сок ""nar""";0.00;0.00;12.10;85.00;48.40
"Гранатовый сок ""nar""";0.00;0.00;12.10;85.00;48.40
Гранатовый сок puur;0.70;0.60;16.70;0.00;74.00
Гранатовый сок swell;0.00;0.00;14.00;100.00;56.00
Гранатовый сок неосветленный;0.00;0.00;12.40;0.00;49.00
Гранд десерт. шоколад;2.70;4.90;17.00;0.00;123.00
Гран кастелли - твёрдый сыр;35.00;28.50;0.00;0.00;387.00
Гранулы омега3 juvamine;27.30;51.70;5.30;0.00;618.00
Графские развалины;3.72;24.28;51.30;0.00;432.62
Грейпфрут;0.50;0.10;9.20;89.00;39.00
Грейпфрут;0.90;0.00;7.30;89.00;35.00
Грейпфрут***;0.70;0.20;6.50;0.00;31.38
Грейпфрутовый сок;0.90;0.20;6.50;0.00;30.00
Грейпфрутовый сок вико;0.00;0.00;10.00;98.00;40.00
Грейпфрут розовый;0.50;0.10;9.20;0.00;39.00
Греки сладкие;8.79;15.66;25.24;0.00;281.27
Гренадер;13.00;1.00;0.00;0.00;61.00
Гренадин;0.00;0.00;79.00;0.00;320.00
Гренка из серого хлеба;7.54;13.13;18.78;0.00;234.40
Гренка сладкая;7.50;5.62;24.01;0.00;177.82
Гренки;8.36;12.24;45.47;0.25;331.27
Гренки бирка;8.80;9.00;75.10;0.00;416.00
Гренки в яйце с перцем;10.06;5.20;51.08;18.36;283.44
Гренки жареные;8.80;14.40;54.20;0.00;381.00
Гренки жареныес сыром;13.90;13.60;31.30;0.00;295.20
Гренки из черного хлеба;7.60;15.70;51.10;0.00;375.80
Гренки с грибами;11.70;9.70;17.00;0.00;201.34
Гренки с сыром;12.00;17.10;18.60;41.40;276.00
Гренки с яйцом;13.54;11.09;41.00;0.00;311.79
Грецкие орехи;14.98;65.43;12.57;0.00;708.50
Грецкие орехи щедрое застолье;14.80;64.00;13.70;0.00;698.00
Грецкий орех;14.57;63.53;8.60;0.83;651.17
Грецкий орех;13.80;61.30;10.20;5.00;648.00
Грецкий орех green street;14.80;64.00;13.70;0.00;698.00
Грецкий орех в шоколаде;14.80;64.00;13.70;0.00;698.00
Грецкий орех в шоколаде;10.50;42.60;31.50;0.00;560.00
Греча;12.10;2.20;53.90;0.00;281.00
Греча варёная;5.90;1.60;30.60;0.00;163.00
Греча крупа;12.90;3.60;58.20;0.00;316.80
Греча на воде;3.00;1.00;17.00;0.00;90.00
Гречаночка быстрая каша;11.10;2.80;64.00;0.00;327.00
Гречаные хлопья;11.10;2.80;64.00;0.00;327.00
Греча отварная;5.90;1.75;29.80;0.00;158.00
Греча продел;3.78;0.63;21.11;0.00;105.23
Греча хлопья;12.80;3.40;66.10;0.00;346.00
Греча ядрица;12.83;2.87;64.00;0.00;333.00
"Греча ядрица ""Невские купола""";12.60;2.60;68.00;0.00;323.00
Греческий йогурт;8.00;0.00;5.00;0.00;52.00
Греческий йогурт 2%;9.90;2.00;3.80;0.00;73.00
Греческий йогурт 2% megval;6.70;2.00;4.90;0.00;64.00
Греческий йогурт 2% total;9.90;2.00;3.80;0.00;73.00
Греческий салат;3.93;13.48;3.64;13.09;152.32
Греческий салат 2;3.23;7.62;2.96;0.00;93.62
Гречиха зеленая;12.60;2.60;68.00;0.00;329.00
"Гречишно-рисовые хлебцы ""Здоровей"". без глютена";9.10;1.50;60.70;0.00;274.00
Гречка;9.25;2.54;51.61;10.80;266.32
Гречка 63;12.60;3.30;63.00;0.00;335.00
Гречка perlina;12.60;3.30;63.20;0.00;335.00
Гречка prosto;12.60;3.30;64.00;0.00;330.00
Гречка вареная;9.52;2.89;41.51;1.58;236.93
Гречка вареная с маслом;3.12;6.11;15.92;0.00;127.22
Гречка варенная;7.84;3.94;34.78;12.65;201.46
Гречка гудвил;12.00;2.00;64.80;0.00;329.00
"Гречка ""замоченная с вечера""";4.20;1.10;20.70;0.00;104.30
Гречка (крупа);12.60;3.30;64.00;0.00;330.00
Гречка крупа моя;12.50;3.30;63.00;0.00;335.00
Гречка на воде;4.55;1.20;23.05;1.50;121.50
Гречка отварная;2.42;0.64;12.14;0.00;62.06
Гречка первый сорт;12.00;2.00;67.00;0.00;334.00
Гречка по-флотски;9.90;5.02;23.00;0.00;174.00
Гречка расспчатая готовая;3.60;2.20;17.10;78.00;98.70
Гречка с грибами;5.05;7.84;19.13;0.00;161.64
Гречка с грибами и луком;11.10;2.80;57.20;0.00;304.00
"Гречка с грибами ""увелка""";12.50;2.10;72.00;0.00;351.00
Гречка сибирьагроторг;11.27;1.31;43.80;0.00;232.10
Гречка с куриным филе и луком;13.20;5.10;19.61;0.00;177.45
Гречка с курицей;8.56;3.47;11.20;5.84;109.28
Гречка с луком и тушенкой;5.90;4.74;11.94;0.00;113.00
Гречка с молоком;7.38;3.10;36.56;100.00;194.95
Гречка с мясом 13.03.12;10.09;8.91;21.75;0.00;201.46
Гречка с мясом 26.12.11;10.74;11.38;20.71;0.00;223.06
Гречка с овощами увелка домашние гарниры;9.30;2.40;47.50;0.00;253.60
Гречка с печенью;6.20;1.21;15.31;0.00;93.06
Гречка с упаковки(моя);12.00;2.00;67.00;0.00;334.00
Гречка сухой продукт;12.60;3.30;57.10;21.00;308.00
Гречка с шампиньонами и луком;4.34;4.25;17.09;0.00;122.35
Гречка фэмили;12.50;3.30;60.70;0.00;335.00
Гречка (ядрица);12.60;2.60;60.00;14.00;329.00
"Гречка ядрица ""пфк""фэмэли""";12.50;3.30;60.70;0.00;335.00
Гречнева каша на воде;3.20;0.80;17.10;0.00;90.00
Гречневая диета день 2;2.63;0.69;13.33;52.08;68.75
Гречневая каша;4.98;1.64;24.57;44.53;132.19
Гречневая каша в пароварке (05.10.2011);4.49;4.12;22.01;52.53;145.30
Гречневая каша вязкая на воде;3.20;0.80;17.10;0.00;90.00
Гречневая каша из крупы ядрица;3.00;3.40;14.60;100.00;101.00
Гречневая каша на воде;4.60;1.85;28.95;0.00;152.75
Гречневая каша на молоке;3.90;2.20;18.20;0.00;108.40
Гречневая каша рассыпчатая;4.55;1.19;23.13;70.00;119.28
Гречневая каша рассыпчатая;16.60;3.70;32.50;0.00;234.15
Гречневая каша с маслом;3.83;15.67;20.97;0.00;234.67
Гречневая каша с молоком;7.52;3.29;36.61;0.00;197.33
Гречневая каша с морковью и луком;3.25;1.51;17.55;79.67;92.53
Гречневая каша фруто няня с яблоком;0.70;0.00;15.00;0.00;62.80
Гречневая крупа;12.52;2.98;62.46;0.00;326.00
Гречневая крупа ядрица (335);12.60;3.30;62.10;0.00;335.00
Гречневая суп;3.78;0.99;18.63;0.00;93.90
Гречневая ядрица;9.00;2.00;68.00;14.00;325.00
Гречневая ядрица быстроразваривающаяся;12.00;2.00;67.00;0.00;334.00
Гречневая ядрица вареная;12.10;3.17;52.79;0.00;301.50
Гречневые хлебцы;12.60;3.30;57.10;0.00;308.00
Гречневые хлебцы без глютеина;10.50;1.60;67.30;0.00;333.90
Гречневые хлопья;10.64;2.12;70.40;33.34;343.67
"Гречневые хлопья ""myllyn paras""";13.00;1.70;67.50;0.00;340.00
"Гречневые хлопья ""нордик""";9.00;2.40;67.00;0.00;330.00
Гречневые хлопья сухие;12.80;3.40;66.10;0.00;346.00
Гречневя каша;5.00;2.00;25.00;0.00;132.00
Гречнивая ядрица;12.60;3.30;65.00;0.00;335.00
